名称,费用,职业,稀有度,评分,评级,建议不选多张,
捣蛋鬼,3,中立,史诗,79,6,,
接引冥神,4,牧师,史诗,115,2,,
控心术,4,牧师,史诗,79,6,,
推土壮汉,9,中立,普通,112,3,,
攻城车,3,中立,稀有,78,6,,
散财军士,4,中立,普通,109,3,,
方阵指挥官,5,中立,普通,86,6,,
旅行医者,4,中立,普通,89,5,,
旋翼机,6,中立,普通,98,4,,
无面操纵者,5,中立,史诗,107,3,,
无面暴怒者,3,中立,普通,97,4,,
无面渗透者,5,牧师,稀有,125,2,,
无面潜伏者,5,中立,普通,89,5,,
无面腐蚀者,5,中立,稀有,144,1,,
日怒保卫者,2,中立,稀有,109,3,,
时空破坏者,5,牧师,稀有,96,4,,
昆虫收藏家,2,中立,普通,120,2,,
显眼的诱饵,6,中立,史诗,64,7,,
暗影狂乱,3,牧师,稀有,98,4,,
暗言术：毁,4,牧师,史诗,120,2,,
暗言术：灭,2,牧师,普通,136,1,,
暗言术：痛,2,牧师,普通,112,3,,
暗鳞先知,1,中立,普通,42,7,,
暗鳞治愈者,5,中立,普通,89,5,,
暮光幼龙,4,中立,稀有,104,4,,
暴怒的狼人,3,中立,普通,83,6,,
暴走旋风,8,中立,史诗,65,7,,
暴风城勇士,7,中立,普通,90,5,,
暴风城骑士,4,中立,普通,84,6,,
月亮巨人守护者,10,中立,传说,125,2,,
木奶伊,2,牧师,稀有,102,4,,
末日预言者,2,中立,史诗,63,7,,
机械保险箱,6,中立,普通,99,4,,
机械幼龙技工,4,中立,普通,86,6,,
机械拷问者,4,中立,稀有,12,7,,
机械法医,5,中立,史诗,18,7,,
格鲁尔,8,中立,传说,78,6,,
档案员艾丽西娜,9,中立,传说,74,6,,
森金持盾卫士,4,中立,普通,99,4,,
欢快的同伴,1,中立,普通,88,5,,
死亡之灾祸,9,牧师,史诗,155,1,,
死亡之翼,10,中立,传说,115,2,,
毒鳍鱼人,1,中立,普通,56,7,,
比斯巨兽,6,中立,传说,79,6,,
永恒吐息,3,牧师,稀有,147,1,,
永恒巨龙姆诺兹多,8,牧师,传说,152,1,,
永恒掠夺者,6,牧师,普通,147,1,,
沉默,0,牧师,普通,98,4,,
沙漠方尖碑,5,中立,史诗,5,7,,
沙漠野兔,3,中立,普通,85,6,,
沙蹄搬水工,5,牧师,普通,100,4,,
治疗之环,0,牧师,普通,34,7,,
沼泽爬行者,5,中立,普通,88,5,,
法力之池,2,中立,普通,50,7,,
法力怨魂,2,中立,稀有,94,5,,
法奥瑞斯国王,10,中立,传说,65,7,,
活化纪念碑,10,中立,普通,87,5,,
活化龙息,3,中立,普通,109,3,,
流沙元素,2,中立,稀有,132,1,,
海巨人,10,中立,史诗,128,2,,
海蛇蛋,2,中立,普通,55,7,,
淡水鳄,2,中立,普通,94,5,,
深坑鳄鱼,8,中立,普通,119,2,,
深潜炸弹,1,中立,稀有,38,7,,
深蓝系咒师,5,中立,稀有,109,3,,
渊狱至尊,8,中立,普通,95,5,,
游学者周卓,2,中立,传说,37,7,,
潜地蝎,4,中立,普通,130,2,,
火箭改装师,1,中立,普通,115,2,,
火鹰,3,中立,普通,126,2,,
灰发巫师,2,中立,史诗,112,3,,
灵魂之匣,1,牧师,传说,161,1,,
灵魂之镜,7,牧师,传说,196,1,,
灼光战斗法师,1,中立,普通,96,4,,
烈日行者,6,中立,稀有,106,3,,
热气球,1,中立,普通,71,6,,
熔火恶犬,7,中立,普通,77,6,,
牛头人战士,3,中立,普通,72,6,,
特殊坐骑商人,7,中立,稀有,97,4,,
狂傲的兽人,3,中立,普通,117,2,,
狂奔科多兽,5,中立,稀有,91,5,,
狂暴邪翼蝠,4,中立,稀有,77,6,,
狂野炎术师,2,中立,稀有,121,2,,
狐人恶棍,3,中立,史诗,139,1,,
狗头人地卜师,2,中立,普通,79,6,,
狗头人沙漠步兵,2,中立,普通,66,7,,
狼人渗透者,1,中立,普通,89,5,,
狼骑兵,3,中立,普通,95,5,,
王牌猎人,5,中立,史诗,63,7,,
玛瑟里顿,4,中立,传说,65,7,,
玛维·影歌,4,中立,传说,125,2,,
玛里苟斯,9,中立,传说,81,6,,
疯狂召唤师,6,中立,稀有,68,7,,
疯狂投弹者,2,中立,普通,110,3,,
疯狂的炼金师,2,中立,稀有,97,4,,
白银之手骑士,5,中立,普通,104,4,,
白骨怨灵,4,中立,普通,118,2,,
真言术：盾,0,牧师,普通,79,6,,
矮人考古学家,2,中立,史诗,107,3,,
石拳食人魔,6,中立,普通,101,4,,
石牙野猪,1,中立,普通,56,7,,
破咒珠宝师,3,中立,稀有,106,3,,
破甲骑士,5,中立,普通,90,5,,
破碎残阳祭司,3,中立,普通,91,5,,
祖达克仪祭师,4,中立,稀有,32,7,,
神圣化身,3,牧师,普通,122,2,,
神圣惩击,1,牧师,普通,134,1,,
神圣新星,4,牧师,普通,178,1,,
神圣涟漪,2,牧师,稀有,129,2,,
神殿狂战士,2,中立,普通,123,2,,
禁忌咒文,0,牧师,稀有,156,1,,
秘教暗影祭司,6,牧师,史诗,105,3,,
穆克拉,3,中立,传说,91,5,,
空军指挥官,4,中立,普通,69,6,,
空降歹徒,2,中立,普通,67,7,,
竞技场主宰,6,中立,普通,92,5,,
米尔豪斯·法力风暴,2,中立,传说,0,7,,
精灵弓箭手,1,中立,普通,91,5,,
精灵龙,2,中立,普通,118,2,,
精神控制,10,牧师,普通,116,2,,
紫罗兰典狱官,6,中立,普通,103,4,,
紫罗兰教师,4,中立,稀有,99,4,,
紫罗兰魔剑士,4,中立,普通,114,2,,
红龙女王阿莱克丝塔萨,9,中立,传说,138,1,,
纳特·帕格,2,中立,传说,77,6,,
绿洲钳嘴龟,4,中立,普通,75,6,,
绿皮船长,5,中立,传说,73,6,,
美味飞鱼,2,中立,普通,79,6,,
群体复活,9,牧师,稀有,75,6,,
群体驱散,4,牧师,稀有,75,6,,
耶比托·乔巴斯,8,中立,传说,87,5,,
能量灌注,4,牧师,普通,123,2,,
腐肉食尸鬼,3,中立,普通,85,6,,
舒玛,7,中立,传说,109,3,,
艾泽里特元素,5,中立,史诗,62,7,,
艾露恩的女祭司,6,中立,普通,70,6,,
苦修,2,牧师,普通,128,2,,
荆棘帮小偷,3,中立,普通,87,5,,
荆棘帮巫婆,4,中立,史诗,120,2,,
荆棘帮斗猪,2,中立,普通,148,1,,
荆棘帮箭猪,4,牧师,普通,114,2,,
荆棘谷猛虎,5,中立,普通,94,5,,
药水商人,1,中立,普通,65,7,,
莫尔葛工匠,2,中立,史诗,154,1,,
莽头食人魔,8,中立,史诗,108,3,,
萨尔玛先知,3,中立,普通,62,7,,
萨索瓦尔,9,中立,传说,91,5,,
萨维斯,6,中立,传说,117,2,,
蓝腮战士,2,中立,普通,86,6,,
藏宝匪贼,4,中立,稀有,57,7,,
藏宝海湾保镖,5,中立,普通,88,5,,
虚灵改装师,1,中立,普通,111,3,,
血帆海盗,1,中立,稀有,58,7,,
血帆袭击者,2,中立,普通,95,5,,
血沼迅猛龙,2,中立,普通,103,4,,
血法师萨尔诺斯,2,中立,传说,98,4,,
血色十字军战士,3,中立,普通,101,4,,
血色征服者,1,牧师,稀有,86,6,,
血骑士,3,中立,史诗,103,4,,
被禁锢的矮劣魔,1,牧师,普通,123,2,,
被禁锢的邪犬,2,中立,普通,111,3,,
被缚的魔像,7,中立,稀有,147,1,,
裹尸匠,4,中立,史诗,89,5,,
角鹰兽,4,中立,普通,108,3,,
触手恐吓者,5,中立,史诗,80,6,,
诅咒教派领袖,4,中立,普通,104,4,,
诺兹多姆,9,中立,传说,63,7,,
负伤剑圣,3,中立,稀有,114,2,,
贫瘠之地饲养员,7,中立,史诗,83,6,,
赛泰克织巢者,2,牧师,史诗,130,2,,
起泡的腐泥怪,3,中立,稀有,83,6,,
辟法奇美拉,2,中立,普通,100,4,,
辟法巨龙,6,中立,普通,157,1,,
辟法灵龙,4,中立,普通,117,2,,
辟法龙人,7,中立,普通,116,2,,
达拉然图书管理员,2,中立,普通,97,4,,
达拉然圣剑士,5,中立,普通,126,2,,
达拉然法师,3,中立,普通,52,7,,
迦顿男爵,7,中立,传说,134,1,,
迷彩飞艇,6,中立,普通,88,5,,
逃脱的恐惧卫士,3,中立,普通,49,7,,
邪犬,2,中立,普通,84,6,,
邪鳍导航员,4,中立,普通,89,5,,
酸性沼泽软泥怪,2,中立,普通,109,3,,
金甲虫,3,中立,普通,108,3,,
铁喙猫头鹰,3,中立,普通,67,7,,
铁炉堡火枪手,3,中立,普通,83,6,,
铁鬃灰熊,3,中立,普通,93,5,,
银月城卫兵,4,中立,普通,98,4,,
银背族长,3,中立,普通,55,7,,
银色侍从,1,中立,普通,92,5,,
银色指挥官,6,中立,稀有,119,2,,
铸剑师,2,中立,稀有,72,6,,
锈誓信徒,4,中立,普通,80,6,,
锈誓新兵,2,中立,普通,126,2,,
锈骑劫匪,5,中立,普通,134,1,,
锐鳞骑士,3,中立,普通,96,4,,
闪金镇步兵,1,中立,普通,66,7,,
防护改装师,1,中立,普通,123,2,,
防腐仪式,1,牧师,普通,97,4,,
阴暗的人影,2,牧师,史诗,90,5,,
阿努比萨斯战争使者,9,中立,普通,81,6,,
阿古斯防御者,4,中立,稀有,104,4,,
阿曼尼狂战士,2,中立,普通,117,2,,
阿莱克丝塔萨,9,中立,传说,84,6,,
陶罐商人,1,中立,普通,81,6,,
隐秘破坏者,6,中立,史诗,0,7,,
雏龙巨婴,5,中立,普通,132,1,,
雷矛特种兵,5,中立,普通,97,4,,
霍格,6,中立,传说,109,3,,
霜狼步兵,2,中立,普通,78,6,,
霜狼督军,5,中立,普通,92,5,,
霸气的旅店老板娘,8,中立,普通,68,7,,
风怒鹰身人,6,中立,普通,70,6,,
风险投资公司雇佣兵,5,中立,普通,65,7,,
飞刀杂耍者,2,中立,稀有,114,2,,
飞天鱼人,5,中立,史诗,70,6,,
飞行管理员,3,中立,普通,106,3,,
食人魔法师,4,中立,普通,95,5,,
食腐破坏魔,6,中立,普通,107,3,,
骄傲的防御者,4,中立,普通,122,2,,
骸骨巨龙,7,牧师,史诗,147,1,,
高级跟班厄尔克,4,中立,传说,87,5,,
高阶祭司阿门特,4,牧师,传说,102,4,,
魂缚灰舌,1,中立,普通,67,7,,
魔古信徒,1,中立,史诗,41,7,,
魔古山守望者,4,中立,普通,69,6,,
魔法幻象,4,中立,稀有,70,6,,
魔法订书匠,2,中立,普通,112,3,,
魔法飞毯,3,中立,史诗,85,6,,
魔瘾者,2,中立,稀有,52,7,,
鱼人投手,2,中立,普通,100,4,,
鱼人招潮者,1,中立,稀有,59,7,,
鱼人木乃伊,1,中立,普通,94,5,,
鱼人杀手蟹,1,中立,史诗,63,7,,
鱼人猎潮者,2,中立,普通,109,3,,
鱼人袭击者,1,中立,普通,72,6,,
鱼人领军,3,中立,史诗,84,6,,
鲁莽火箭兵,6,中立,普通,91,5,,
麦田傀儡,3,中立,普通,106,3,,
麻疯侏儒,1,中立,普通,56,7,,
黏指狗头人,5,中立,史诗,71,6,,
黑暗预兆,3,牧师,稀有,143,1,,
黑铁矮人,4,中立,普通,119,2,,
黑骑士,6,中立,传说,97,4,,
龙喉哨兵,2,牧师,稀有,110,3,,
龙喉巡天者,6,中立,普通,130,2,,
龙喉监工,3,牧师,稀有,108,3,,
龙眠净化者,2,中立,史诗,100,4,,
龙鳞祭司,1,牧师,稀有,101,4,,
